dataset_index,smiles,MolWt,MolLogP,TPSA,NumRotatableBonds,AromaticAtomFraction,HeavyAtomCount,NumRings,NumAromaticRings,NumAliphaticRings,NumHeteroatoms,FractionCSP3,NumHDonors,NumHAcceptors
464,CC(C)(C)Cc1ccccc1,148.249000,3.275200,0.000000,1.000000,0.545455,11.000000,1.000000,1.000000,0.000000,0.000000,0.454545,0.000000,0.000000
465,O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,232.239000,0.700400,75.270000,2.000000,0.352941,17.000000,2.000000,1.000000,1.000000,5.000000,0.250000,2.000000,3.000000
466,Clc1ccccc1I,238.455000,2.944600,0.000000,0.000000,0.750000,8.000000,1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,0.000000
468,CNC(=O)Oc1cccc2CC(C)(C)Oc12,221.256000,2.118300,47.560000,1.000000,0.375000,16.000000,2.000000,1.000000,1.000000,4.000000,0.416667,1.000000,3.000000
470,CC(C)C(C)O,88.150000,1.023200,20.230000,1.000000,0.000000,6.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000
471,c1ccccc1C(O)c2ccccc2,184.238000,2.768300,20.230000,2.000000,0.857143,14.000000,2.000000,2.000000,0.000000,1.000000,0.076923,1.000000,1.000000
473,COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,297.656000,3.144300,70.830000,5.000000,0.352941,17.000000,1.000000,1.000000,0.000000,9.000000,0.250000,0.000000,6.000000
476,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,238.291000,1.219840,58.560000,2.000000,0.352941,17.000000,1.000000,1.000000,0.000000,6.000000,0.545455,0.000000,5.000000
480,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,283.799000,3.164120,29.540000,6.000000,0.315789,19.000000,1.000000,1.000000,0.000000,4.000000,0.533333,0.000000,2.000000
481,ON=Cc1ccc(o1)N(=O)=O ,156.097000,0.995900,88.870000,2.000000,0.454545,11.000000,1.000000,1.000000,0.000000,6.000000,0.000000,1.000000,5.000000
482,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,502.920000,7.395680,71.350000,8.000000,0.514286,35.000000,3.000000,3.000000,0.000000,9.000000,0.230769,1.000000,5.000000
483,Nc1nc[nH]n1,84.082000,-0.613100,67.590000,0.000000,0.833333,6.000000,1.000000,1.000000,0.000000,4.000000,0.000000,2.000000,3.000000
486,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,367.816000,4.236100,53.600000,7.000000,0.428571,21.000000,2.000000,2.000000,0.000000,9.000000,0.416667,0.000000,6.000000
487,OCc1ccccc1,108.140000,1.178900,20.230000,1.000000,0.750000,8.000000,1.000000,1.000000,0.000000,1.000000,0.142857,1.000000,1.000000
488,O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ,292.334000,3.966800,50.440000,1.000000,0.727273,22.000000,4.000000,3.000000,1.000000,3.000000,0.210526,1.000000,3.000000
489,Oc1ccc(Br)cc1,173.009000,2.154700,20.230000,0.000000,0.750000,8.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000
490,CC(C)Br,122.993000,1.789700,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000
491,CC(C)CC(C)(C)C,114.232000,3.078600,0.000000,1.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
492,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,213.105000,1.411200,129.420000,3.000000,0.400000,15.000000,1.000000,1.000000,0.000000,9.000000,0.000000,0.000000,6.000000
493,CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,295.298000,2.408600,75.810000,2.000000,0.545455,22.000000,3.000000,2.000000,1.000000,6.000000,0.125000,0.000000,4.000000
494,CCC,44.097000,1.416300,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
495,Nc1cc(nc(N)n1=O)N2CCCCC2 ,209.253000,-0.130300,95.110000,1.000000,0.400000,15.000000,2.000000,1.000000,1.000000,6.000000,0.555556,2.000000,5.000000
496,Nc2cccc3nc1ccccc1cc23 ,194.237000,2.970200,38.910000,0.000000,0.933333,15.000000,3.000000,3.000000,0.000000,2.000000,0.000000,1.000000,2.000000
497,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,252.316000,5.640400,0.000000,0.000000,1.000000,20.000000,5.000000,4.000000,1.000000,0.000000,0.000000,0.000000,0.000000
498,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,370.490000,5.599500,20.230000,2.000000,0.600000,20.000000,2.000000,2.000000,0.000000,6.000000,0.142857,1.000000,1.000000
500,CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,393.854000,3.878200,55.840000,8.000000,0.260870,23.000000,2.000000,1.000000,1.000000,9.000000,0.428571,0.000000,6.000000
502,Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,261.064000,1.436000,57.140000,1.000000,0.687500,16.000000,2.000000,2.000000,0.000000,7.000000,0.111111,0.000000,3.000000
503,Oc1ccc(cc1)c2ccccc2,170.211000,3.059200,20.230000,1.000000,0.923077,13.000000,2.000000,2.000000,0.000000,1.000000,0.000000,1.000000,1.000000
504,CC1=C(CCCO1)C(=O)Nc2ccccc2 ,217.268000,2.709500,38.330000,2.000000,0.375000,16.000000,2.000000,1.000000,1.000000,3.000000,0.307692,1.000000,2.000000
510,O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,324.336000,2.002600,75.710000,4.000000,0.500000,24.000000,3.000000,2.000000,1.000000,6.000000,0.166667,1.000000,4.000000
512,Cc1c[nH]c2ccccc12 ,131.178000,2.476320,15.790000,0.000000,0.900000,10.000000,2.000000,2.000000,0.000000,1.000000,0.111111,1.000000,0.000000
513,COc2ncc1nccnc1n2,162.152000,0.428400,60.790000,1.000000,0.833333,12.000000,2.000000,2.000000,0.000000,5.000000,0.142857,0.000000,5.000000
514,CNC(=O)Oc1ccccc1C2OCCO2,223.228000,1.450200,56.790000,2.000000,0.375000,16.000000,2.000000,1.000000,1.000000,5.000000,0.363636,1.000000,4.000000
515,C1N(C(=O)NCC(C)C)C(=O)NC1,185.227000,0.377200,61.440000,2.000000,0.000000,13.000000,1.000000,0.000000,1.000000,5.000000,0.750000,2.000000,2.000000
517,CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,301.342000,3.603800,56.790000,7.000000,0.545455,22.000000,2.000000,2.000000,0.000000,5.000000,0.235294,1.000000,4.000000
518,CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,293.348000,1.949340,89.430000,3.000000,0.550000,20.000000,2.000000,2.000000,0.000000,7.000000,0.230769,1.000000,5.000000
521,CC1CCCCC1NC(=O)Nc2ccccc2,232.327000,3.386800,41.130000,2.000000,0.352941,17.000000,2.000000,1.000000,1.000000,3.000000,0.500000,2.000000,1.000000
523,O=Cc1ccco1,96.085000,1.092100,30.210000,1.000000,0.714286,7.000000,1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,2.000000
525,O=Cc2ccc1OCOc1c2 ,150.133000,1.227800,35.530000,1.000000,0.545455,11.000000,2.000000,1.000000,1.000000,3.000000,0.125000,0.000000,3.000000
529,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,410.536000,4.057500,68.310000,8.000000,0.214286,28.000000,2.000000,1.000000,1.000000,8.000000,0.600000,0.000000,7.000000
530,O2c1ccccc1N(C)C(=O)c3cccnc23 ,226.235000,2.463900,42.430000,0.000000,0.705882,17.000000,3.000000,2.000000,1.000000,4.000000,0.076923,0.000000,3.000000
531,C1c2ccccc2c3ccccc13,166.223000,3.257800,0.000000,0.000000,0.923077,13.000000,3.000000,2.000000,1.000000,0.000000,0.076923,0.000000,0.000000
532,CC1CCCCC1,98.189000,2.586600,0.000000,0.000000,0.000000,7.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
535,CC1CCCO1,86.134000,1.185300,9.230000,0.000000,0.000000,6.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000
536,CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,246.306000,2.419600,43.370000,0.000000,0.000000,18.000000,3.000000,0.000000,3.000000,3.000000,0.600000,0.000000,3.000000
537,OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,286.280000,-1.642400,119.610000,4.000000,0.300000,20.000000,2.000000,1.000000,1.000000,7.000000,0.538462,5.000000,7.000000
538,CCCI,169.993000,1.831400,0.000000,1.000000,0.000000,4.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000
539,CCNc1nc(NC(C)C)nc(SC)n1,227.337000,1.845600,62.730000,5.000000,0.400000,15.000000,1.000000,1.000000,0.000000,6.000000,0.666667,2.000000,6.000000
540,CCCO,60.096000,0.388700,20.230000,1.000000,0.000000,4.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000
541,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,330.468000,3.838400,54.370000,1.000000,0.000000,24.000000,4.000000,0.000000,4.000000,3.000000,0.809524,1.000000,3.000000
542,CCCC(C)O,88.150000,1.167300,20.230000,2.000000,0.000000,6.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000
543,OC(C(=O)c1ccccc1)c2ccccc2,212.248000,2.602900,37.300000,3.000000,0.750000,16.000000,2.000000,2.000000,0.000000,2.000000,0.071429,1.000000,2.000000
545,Clc1cccc(c1)N(=O)=O,157.556000,2.248200,43.140000,1.000000,0.600000,10.000000,1.000000,1.000000,0.000000,4.000000,0.000000,0.000000,2.000000
546,Cc2c(N)c(=O)n(c1ccccc1)n2C,203.245000,1.066620,52.950000,1.000000,0.733333,15.000000,2.000000,2.000000,0.000000,4.000000,0.181818,1.000000,2.000000
547,Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,291.992000,5.967200,0.000000,1.000000,0.750000,16.000000,2.000000,2.000000,0.000000,4.000000,0.000000,0.000000,0.000000
549,CCNc1nc(NC(C)(C)C)nc(SC)n1,241.364000,2.235700,62.730000,4.000000,0.375000,16.000000,1.000000,1.000000,0.000000,6.000000,0.700000,2.000000,6.000000
550,CCC(C)CCO,102.177000,1.414900,20.230000,3.000000,0.000000,7.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000
552,CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,337.463000,4.221000,46.260000,0.000000,0.200000,25.000000,5.000000,1.000000,4.000000,3.000000,0.681818,1.000000,3.000000
553,CCCCI,184.020000,2.221500,0.000000,2.000000,0.000000,5.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000
554,Brc1ccc2ccccc2c1,207.070000,3.602300,0.000000,0.000000,0.909091,11.000000,2.000000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000
555,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,780.949000,2.218100,203.060000,7.000000,0.000000,55.000000,8.000000,0.000000,8.000000,14.000000,0.926829,6.000000,14.000000
558,c1ccc2c(c1)sc3ccccc23,184.263000,4.054500,0.000000,0.000000,1.000000,13.000000,3.000000,3.000000,0.000000,1.000000,0.000000,0.000000,1.000000
559,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,326.437000,6.620600,0.000000,1.000000,0.705882,17.000000,2.000000,2.000000,0.000000,5.000000,0.000000,0.000000,0.000000
560,Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,360.882000,7.274000,0.000000,1.000000,0.666667,18.000000,2.000000,2.000000,0.000000,6.000000,0.000000,0.000000,0.000000
561,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,308.333000,3.609600,67.510000,4.000000,0.695652,23.000000,3.000000,3.000000,0.000000,4.000000,0.157895,1.000000,4.000000
562,c1ccccc1C(O)C(O)c2ccccc2,214.264000,2.453600,40.460000,3.000000,0.750000,16.000000,2.000000,2.000000,0.000000,2.000000,0.142857,2.000000,2.000000
563,COC(=O)c1ccccc1C(=O)OC,194.186000,1.259800,52.600000,2.000000,0.428571,14.000000,1.000000,1.000000,0.000000,4.000000,0.200000,0.000000,4.000000
565,CCSSCC,122.258000,2.407600,0.000000,3.000000,0.000000,6.000000,0.000000,0.000000,0.000000,2.000000,1.000000,0.000000,2.000000
567,Clc1cc(Cl)c(Cl)cc1Cl,215.894000,4.300200,0.000000,0.000000,0.600000,10.000000,1.000000,1.000000,0.000000,4.000000,0.000000,0.000000,0.000000
568,Nc1ccc(cc1)c2ccc(N)cc2,184.242000,2.518000,52.040000,1.000000,0.857143,14.000000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,2.000000
569,CCCCCC=C,98.189000,2.752700,0.000000,4.000000,0.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.714286,0.000000,0.000000
570,CCCCc1c(C)nc(NCC)[nH]c1=O,209.293000,1.852720,57.780000,5.000000,0.400000,15.000000,1.000000,1.000000,0.000000,4.000000,0.636364,2.000000,3.000000
571,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,226.276000,1.185000,75.270000,4.000000,0.000000,16.000000,1.000000,0.000000,1.000000,5.000000,0.727273,2.000000,3.000000
574,CCCCN(CC)C(=O)SCCC,203.351000,3.371600,20.310000,6.000000,0.000000,13.000000,0.000000,0.000000,0.000000,3.000000,0.900000,0.000000,2.000000
575,CCCCOC=O,102.133000,0.959500,26.300000,4.000000,0.000000,7.000000,0.000000,0.000000,0.000000,2.000000,0.800000,0.000000,2.000000
576,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,360.450000,1.557600,94.830000,2.000000,0.000000,26.000000,4.000000,0.000000,4.000000,5.000000,0.714286,3.000000,5.000000
578,CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,300.398000,3.266400,51.210000,0.000000,0.000000,22.000000,4.000000,0.000000,4.000000,3.000000,0.736842,0.000000,3.000000
579,c1ccc(cc1)c2ccc(cc2)c3ccccc3,230.310000,5.020600,0.000000,2.000000,1.000000,18.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000
581,CBr,94.939000,1.011100,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000
582,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,379.381000,3.089320,80.310000,4.000000,0.500000,24.000000,2.000000,2.000000,0.000000,10.000000,0.142857,1.000000,4.000000
583,CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,342.778000,4.263000,67.510000,4.000000,0.666667,24.000000,3.000000,3.000000,0.000000,5.000000,0.157895,1.000000,4.000000
584,CCc1ccc2ccccc2c1,156.228000,3.402200,0.000000,1.000000,0.833333,12.000000,2.000000,2.000000,0.000000,0.000000,0.166667,0.000000,0.000000
585,Nc1c(C)c[nH]c(=O)n1 ,125.131000,-0.339480,71.770000,0.000000,0.666667,9.000000,1.000000,1.000000,0.000000,4.000000,0.200000,2.000000,3.000000
586,Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,326.437000,6.620600,0.000000,1.000000,0.705882,17.000000,2.000000,2.000000,0.000000,5.000000,0.000000,0.000000,0.000000
588,Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,376.369000,-1.723560,161.560000,5.000000,0.518519,27.000000,3.000000,1.000000,2.000000,10.000000,0.411765,5.000000,8.000000
589,Fc1ccccc1Br,175.000000,2.588200,0.000000,0.000000,0.750000,8.000000,1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,0.000000
591,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,391.294000,6.113300,35.530000,6.000000,0.461538,26.000000,3.000000,2.000000,1.000000,5.000000,0.285714,0.000000,3.000000
592,CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,331.353000,1.581000,99.600000,2.000000,0.521739,23.000000,3.000000,2.000000,1.000000,8.000000,0.066667,2.000000,5.000000
593,O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,338.363000,2.392700,75.710000,5.000000,0.480000,25.000000,3.000000,2.000000,1.000000,6.000000,0.210526,1.000000,4.000000
594,C1CCCC1,70.135000,1.950500,0.000000,0.000000,0.000000,5.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
595,Cc1ccccc1N,107.156000,1.577220,26.020000,0.000000,0.750000,8.000000,1.000000,1.000000,0.000000,1.000000,0.142857,1.000000,1.000000
599,Oc1ccccn1,95.101000,0.787200,33.120000,0.000000,0.857143,7.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,2.000000
600,CC,30.070000,1.026200,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
602,Sc2nc1ccccc1s2 ,167.258000,2.585000,12.890000,0.000000,0.900000,10.000000,2.000000,2.000000,0.000000,3.000000,0.000000,1.000000,3.000000
603,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,498.662000,9.887600,0.000000,1.000000,0.545455,22.000000,2.000000,2.000000,0.000000,10.000000,0.000000,0.000000,0.000000
604,COc2c1occc1cc3ccc(=O)oc23 ,216.192000,2.547800,52.580000,1.000000,0.812500,16.000000,3.000000,3.000000,0.000000,4.000000,0.083333,0.000000,4.000000
606,Cc1cccc2ccccc12,142.201000,3.148220,0.000000,0.000000,0.909091,11.000000,2.000000,2.000000,0.000000,0.000000,0.090909,0.000000,0.000000
607,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,271.360000,3.475500,29.540000,5.000000,0.500000,20.000000,2.000000,2.000000,0.000000,3.000000,0.352941,0.000000,2.000000
608,CC(O)C(C)(C)C,102.177000,1.413300,20.230000,0.000000,0.000000,7.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000
609,CCCC(=O)OCC,116.160000,1.349600,26.300000,3.000000,0.000000,8.000000,0.000000,0.000000,0.000000,2.000000,0.833333,0.000000,2.000000
610,CC2=CC(=O)c1ccccc1C2=O ,172.183000,2.011900,34.140000,0.000000,0.461538,13.000000,2.000000,1.000000,1.000000,2.000000,0.090909,0.000000,2.000000
611,c1ccc2c(c1)ccc3ccccc32,178.234000,3.993000,0.000000,0.000000,1.000000,14.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000
612,Cc1ccnc(C)c1,107.156000,1.698440,12.890000,0.000000,0.750000,8.000000,1.000000,1.000000,0.000000,1.000000,0.285714,0.000000,1.000000
613,CCCCCCCCCO,144.258000,2.729300,20.230000,7.000000,0.000000,10.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000
615,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,392.467000,1.895700,94.830000,2.000000,0.000000,28.000000,4.000000,0.000000,4.000000,6.000000,0.727273,3.000000,5.000000
616,Cc1ccc2cc(C)ccc2c1,156.228000,3.456640,0.000000,0.000000,0.833333,12.000000,2.000000,2.000000,0.000000,0.000000,0.166667,0.000000,0.000000
617,CCSC(=O)N(CC(C)C)CC(C)C,217.378000,3.473500,20.310000,5.000000,0.000000,14.000000,0.000000,0.000000,0.000000,3.000000,0.909091,0.000000,2.000000
618,O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,227.085000,-1.020100,157.110000,8.000000,0.000000,15.000000,0.000000,0.000000,0.000000,12.000000,1.000000,0.000000,9.000000
621,ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,430.934000,2.431000,64.680000,6.000000,0.000000,22.000000,1.000000,0.000000,1.000000,12.000000,0.400000,2.000000,4.000000
622,Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,329.321000,4.738100,22.000000,2.000000,0.750000,24.000000,3.000000,3.000000,0.000000,5.000000,0.105263,0.000000,1.000000
624,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,270.372000,3.817400,37.300000,0.000000,0.300000,20.000000,4.000000,1.000000,3.000000,2.000000,0.611111,1.000000,2.000000
626,CC1CO1,58.080000,0.405100,12.530000,0.000000,0.000000,4.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000
627,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,281.271000,2.384300,84.600000,2.000000,0.571429,21.000000,3.000000,2.000000,1.000000,6.000000,0.066667,1.000000,4.000000
628,CCNC(=S)NCC,132.232000,0.490300,24.060000,2.000000,0.000000,8.000000,0.000000,0.000000,0.000000,3.000000,0.800000,2.000000,1.000000
629,Oc1cc(Cl)cc(Cl)c1Cl,197.448000,3.352400,20.230000,0.000000,0.600000,10.000000,1.000000,1.000000,0.000000,4.000000,0.000000,1.000000,1.000000
632,Cc1cccc2c(C)cccc12,156.228000,3.456640,0.000000,0.000000,0.833333,12.000000,2.000000,2.000000,0.000000,0.000000,0.166667,0.000000,0.000000
633,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,297.745000,-0.351300,118.360000,1.000000,0.352941,17.000000,2.000000,1.000000,1.000000,10.000000,0.142857,3.000000,5.000000
634,C1=Cc2cccc3cccc1c23,152.196000,3.323600,0.000000,0.000000,0.833333,12.000000,3.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000
636,CCNc1nc(NC(C)C)nc(OC)n1,211.269000,1.132300,71.960000,5.000000,0.400000,15.000000,1.000000,1.000000,0.000000,6.000000,0.666667,2.000000,6.000000
637,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,252.316000,5.737200,0.000000,0.000000,1.000000,20.000000,5.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000
638,CCBr,108.966000,1.401200,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000
639,CCC#CCC,82.146000,1.809800,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.666667,0.000000,0.000000
640,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,764.950000,3.247300,182.830000,7.000000,0.000000,54.000000,8.000000,0.000000,8.000000,13.000000,0.926829,5.000000,13.000000
642,Oc1cccc2cccnc12 ,145.161000,1.940400,33.120000,0.000000,0.909091,11.000000,2.000000,2.000000,0.000000,2.000000,0.000000,1.000000,2.000000
643,C1CCc2ccccc2C1,132.206000,2.565400,0.000000,0.000000,0.600000,10.000000,2.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.000000
644,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,318.328000,3.560100,66.760000,2.000000,0.750000,24.000000,4.000000,3.000000,1.000000,4.000000,0.050000,2.000000,4.000000
647,Cc1cc(=O)[nH]c(=S)[nH]1,142.183000,0.740910,48.650000,0.000000,0.666667,9.000000,1.000000,1.000000,0.000000,4.000000,0.200000,2.000000,2.000000
649,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,210.233000,0.570900,75.270000,3.000000,0.000000,15.000000,1.000000,0.000000,1.000000,5.000000,0.500000,2.000000,3.000000
650,c1cc2ccc3cccc4ccc(c1)c2c34,202.256000,4.584000,0.000000,0.000000,1.000000,16.000000,4.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000
652,CC1(C)CON(Cc2ccccc2Cl)C1=O,239.702000,2.640000,29.540000,2.000000,0.375000,16.000000,2.000000,1.000000,1.000000,4.000000,0.416667,0.000000,2.000000
653,CCCCOCCO,118.176000,0.795400,29.460000,5.000000,0.000000,8.000000,0.000000,0.000000,0.000000,2.000000,1.000000,1.000000,2.000000
657,c1ccc2ncccc2c1,129.162000,2.234800,12.890000,0.000000,1.000000,10.000000,2.000000,2.000000,0.000000,1.000000,0.000000,0.000000,1.000000
659,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,306.276000,0.735800,81.650000,5.000000,0.727273,22.000000,3.000000,3.000000,0.000000,9.000000,0.230769,1.000000,5.000000
660,Clc2ccc1oc(=O)[nH]c1c2,169.567000,1.774500,46.000000,0.000000,0.818182,11.000000,2.000000,2.000000,0.000000,4.000000,0.000000,1.000000,2.000000
661,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,395.327000,7.927400,0.000000,1.000000,0.631579,19.000000,2.000000,2.000000,0.000000,7.000000,0.000000,0.000000,0.000000
662,O=C1NC(=O)C(=O)C(=O)N1 ,142.070000,-2.078500,92.340000,0.000000,0.000000,10.000000,1.000000,0.000000,1.000000,6.000000,0.000000,2.000000,4.000000
666,CC(C)C(C)C,86.178000,2.298400,0.000000,1.000000,0.000000,6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
668,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,360.882000,7.274000,0.000000,1.000000,0.666667,18.000000,2.000000,2.000000,0.000000,6.000000,0.000000,0.000000,0.000000
669,Nc1cc[nH]c(=O)n1 ,111.104000,-0.647900,71.770000,0.000000,0.750000,8.000000,1.000000,1.000000,0.000000,4.000000,0.000000,2.000000,3.000000
672,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,320.046000,5.929000,0.000000,3.000000,0.666667,18.000000,2.000000,2.000000,0.000000,4.000000,0.142857,0.000000,0.000000
675,CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,284.142000,3.282900,37.380000,1.000000,0.333333,18.000000,3.000000,1.000000,2.000000,5.000000,0.384615,0.000000,2.000000
676,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,276.338000,6.328200,0.000000,0.000000,1.000000,22.000000,6.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000
678,c1c(OC)c(OC)C2C(=O)OCC2c1,196.202000,0.849800,44.760000,2.000000,0.000000,14.000000,2.000000,0.000000,2.000000,4.000000,0.500000,0.000000,4.000000
679,OCC(O)CO,92.094000,-1.668100,60.690000,2.000000,0.000000,6.000000,0.000000,0.000000,0.000000,3.000000,1.000000,3.000000,3.000000
681,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,350.591000,4.718100,40.580000,6.000000,0.333333,18.000000,1.000000,1.000000,0.000000,9.000000,0.444444,0.000000,5.000000
682,Cc1c2ccccc2cc3ccccc13,192.261000,4.301420,0.000000,0.000000,0.933333,15.000000,3.000000,3.000000,0.000000,0.000000,0.066667,0.000000,0.000000
683,Cc1cc(=O)n(c2ccccc2)n1C,188.230000,1.484420,26.930000,1.000000,0.785714,14.000000,2.000000,2.000000,0.000000,3.000000,0.181818,0.000000,1.000000
686,CCNc1nc(Cl)nc(NCC)n1 ,201.661000,1.388600,62.730000,4.000000,0.461538,13.000000,1.000000,1.000000,0.000000,6.000000,0.571429,2.000000,5.000000
